C,156.05
C,5960.88
A,3744.35
A,5709.81
A,541.84
A,3800.42
B,1347.30
B,3376.64
B,4246.64
B,959.88
D,9862.81
D,807.96
C,16113.41
C,2011.37
C,4130.65
C,6837.72
C,237.86
C,10298.25
A,3644.73
A,769.79
A,4714.40
A,1225.59
A,1406.74
A,235.35
A,236.05
A,1175.22
B,738.52
B,2907.96
B,1900.20
D,9841.35
D,808.29
C,16075.75
C,7839.02
C,2186.65
A,3988.57
A,3674.56
A,784.04
A,1420.27
B,1043.93
B,2822.93
D,9932.36
D,808.64
C,15580.69
C,8380.33
C,2980.41
A,3675.43
A,2206.95
A,846.77
A,1429.00
A,3255.33
B,2663.28
B,654.33
D,10020.89
D,808.83
C,15742.47
C,7977.45
A,3722.18
A,682.83
A,519.00
B,762.45
B,408.97
B,2651.02
D,10029.48
D,808.73
C,15751.80
C,7898.69
A,4093.08
A,1497.42
A,898.91
B,1958.70
B,2680.37
D,10028.46
D,808.79
C,15720.69
C,7326.98
A,4682.63
A,1627.59
A,740.99
B,2306.55
B,328.01
B,2711.98
D,10028.46
D,808.79
C,15719.20
C,7361.90
A,5172.68
A,1681.88
A,1057.57
B,5660.39
B,2173.24
B,362.01
B,2683.85
D,10028.46
D,808.79
C,15735.85
C,7613.12
A,5769.21
A,1861.12
B,374.33
B,2060.74
B,8338.50
B,2473.09
B,4688.00
B,4467.08
B,2778.73
D,10028.46
D,808.79
C,15728.85
C,7514.72
A,6195.30
A,1913.94
B,372.34
B,1929.36
B,4939.64
B,2069.76
B,3330.54
B,2756.88
D,10028.46
D,808.79
C,15723.72
C,7475.66
A,3618.04
A,2012.37
A,1787.18
B,4842.01
B,2266.40
B,327.23
B,1865.46
B,2717.19
D,10028.46
D,808.79
C,15714.18
C,7540.75
A,4281.63
A,2233.66
A,634.87
B,5727.99
B,1382.68
B,275.04
B,373.71
B,1677.30
B,2708.71
D,10028.46
D,808.79
C,15731.59
C,7519.67
A,2648.62
A,4258.84
A,555.73
A,2093.30
B,6277.46
B,2337.63
B,335.83
B,2727.11
B,4466.49
B,740.47
D,10028.46
D,808.79
C,15728.37
C,7445.48
A,3032.55
A,4948.34
A,672.36
B,4678.66
B,1472.17
B,298.57
B,2720.70
D,10059.25
D,808.60
C,15804.33
C,8306.80
A,5645.26
A,3651.10
A,770.62
B,3047.30
B,1781.53
B,3435.16
B,267.11
D,808.37
D,9996.51
C,15454.21
C,5888.88
C,10368.03
C,3044.14
A,6328.34
A,3771.94
A,784.52
B,1322.30
B,2220.85
D,9966.57
D,808.13
C,15653.55
C,6076.34
C,11306.74
C,2963.66
C,4247.28
A,5845.54
A,3715.69
A,409.55
A,411.21
A,586.28
A,846.79
B,1480.78
D,9915.48
D,808.22
C,15913.98
C,6041.57
C,8810.27
A,3700.53
A,5029.08
A,886.38
A,3228.01
A,1800.82
A,1112.39
A,1359.43
A,324.74
A,325.16
D,9902.65
D,808.00
C,15843.25
C,6128.81
C,4266.28
A,3689.41
A,882.82
A,4570.94
B,2156.08
D,9933.14
D,808.09
C,15850.97
C,6114.90
C,8719.81
C,4262.72
A,3977.91
A,3695.74
A,914.77
A,1338.35
B,2125.47
D,9933.14
D,808.09
C,15857.00
C,6103.05
C,8762.28
C,4258.92
A,4027.58
A,917.53
A,3694.65
D,9933.14
D,808.09
C,15855.27
C,6140.54
C,8862.06
C,4262.68
A,1477.77
A,3888.93
A,878.36
A,1364.79
D,9933.14
D,808.09
C,15901.91
C,6094.56
C,8978.24
A,4403.34
A,918.46
A,1476.24
B,1066.99
D,9923.76
D,808.38
C,15905.67
C,6077.53
C,8994.48
A,4870.33
A,1542.12
B,2511.12
D,9931.69
D,808.21
C,15857.18
C,6107.80
C,8807.05
C,4262.76
A,5396.26
A,1652.40
B,3909.63
B,2227.72
B,371.82
D,9924.04
D,808.39
C,15850.78
C,6153.30
C,8799.15
C,4260.45
A,5891.69
A,1889.23
B,7797.99
B,363.03
B,2064.30
B,2906.75
B,1996.46
D,9932.77
D,808.83
D,224.47
C,15910.19
C,6128.57
C,8992.37
A,6350.96
A,1945.00
B,8817.91
B,350.99
B,1808.70
B,1766.14
B,2415.99
B,4948.75
B,3429.99
D,453.54
D,9937.92
D,809.01
C,15905.44
C,6155.67
C,9064.05
A,3572.08
A,2001.07
A,2001.73
B,2205.20
B,6935.81
B,1742.47
B,359.23
B,1737.49
B,240.44
B,4688.22
D,517.50
D,9938.33
D,808.88
C,15906.72
C,6127.96
C,9030.94
A,4353.87
A,2314.45
B,5010.63
B,2049.03
B,1736.12
B,1298.97
B,313.63
B,471.46
D,633.07
D,9920.00
D,808.97
C,15903.81
C,6198.98
C,9188.98
A,5336.21
A,2665.09
A,615.79
A,774.47
B,4420.46
B,320.58
B,2268.29
B,1729.01
D,9922.41
D,698.94
D,808.72
C,15913.82
C,438.36
C,6181.18
C,9214.05
A,7010.87
A,3243.96
A,718.20
B,4556.15
B,1447.49
B,271.85
B,1745.80
B,319.68
D,722.88
D,9922.74
D,808.89
C,15887.98
C,6261.86
C,865.52
C,9398.86
A,9056.70
A,3635.22
A,927.98
A,811.61
B,3604.67
B,1585.92
B,1730.93
D,9922.26
D,723.95
D,808.70
C,15894.26
C,6303.46
C,9425.69
C,1177.68
A,3588.91
A,10984.93
A,574.93
B,1859.75
B,2261.38
B,1732.66
D,847.34
D,9935.43
D,809.19
C,15345.53
C,7510.16
C,1234.55
C,4208.00
A,3631.28
A,775.86
B,1660.22
B,1790.58
B,3277.25
D,847.23
D,9876.01
D,808.73
C,15109.69
C,8231.08
C,985.75
C,2876.67
C,5790.15
A,3571.21
A,800.35
A,9755.04
B,821.63
B,3743.25
B,1733.84
D,10016.61
D,808.54
C,15279.83
C,6535.94
C,708.97
C,10819.20
C,4258.93
A,9239.45
A,3610.01
A,690.21
A,1044.78
B,1803.09
B,3565.52
D,807.19
D,10045.40
C,15246.27
C,5949.51
C,578.27
C,9846.88
A,5367.18
A,3847.38
A,775.19
A,300.67
B,1791.93
D,10004.02
D,806.27
C,15278.74
C,5708.38
C,9293.77
C,558.15
A,4355.05
A,899.03
A,2950.51
A,1479.56
B,1790.13
D,9984.93
D,806.64
D,547.66
C,15261.45
C,5693.70
C,9182.32
C,480.69
A,4772.72
A,925.99
A,1587.07
A,920.00
A,711.27
B,1785.59
D,9987.61
D,806.84
C,15298.50
C,5655.67
C,9106.69
A,5249.34
A,1055.85
A,1675.99
A,3848.67
B,1790.06
D,806.52
D,9993.20
C,15303.47
C,5637.48
C,9154.02
A,5862.79
A,1846.92
B,1790.12
D,9986.13
D,806.31
C,15276.33
C,5616.19
C,9010.63
C,248.77
A,6567.52
A,1950.35
B,1790.42
D,332.38
D,808.15
D,9996.82
C,15269.80
C,5515.72
C,8626.60
A,3579.51
A,1984.56
A,555.05
B,1789.84
D,808.46
D,9971.97
C,15264.35
C,5560.62
C,8854.35
A,4332.79
A,2269.87
A,787.46
B,1790.07
D,808.00
D,9985.76
C,15249.16
C,5546.38
C,8775.47
C,96.42
A,2677.93
A,765.04
A,4687.39
B,1789.85
D,808.02
D,10019.75
C,15218.33
C,5532.76
C,8562.97
A,3166.81
A,700.42
A,3230.31
B,1791.83
D,807.56
D,10017.06
C,15229.56
C,5581.17
C,8819.78
A,3562.18
A,5593.49
A,883.04
A,4795.65
B,1791.63
D,807.73
D,10008.53
C,15235.39
C,5609.76
C,8910.89
C,179.86
A,3516.17
A,879.35
A,4298.87
B,1791.23
B,2702.78
D,807.77
D,10024.94
C,15230.26
C,5696.00
C,797.48
C,9173.10
A,3507.36
A,925.05
A,980.74
A,301.86
A,4725.56
A,1300.63
A,275.34
B,1794.79
D,807.65
D,10047.26
C,15254.17
C,5713.49
C,9363.82
C,1026.12
A,3515.74
A,4091.49
A,917.52
A,2399.78
B,1790.15
D,807.73
D,10077.73
C,15218.58
C,5633.98
C,8876.85
C,1029.39
A,4037.46
A,3556.82
A,2789.37
A,948.20
A,2446.06
B,1789.48
D,807.50
D,10065.03
C,15189.37
C,5515.93
C,767.50
C,8223.31
A,1140.57
A,3805.88
A,645.67
A,2619.92
A,1049.06
A,2386.61
B,1789.36
D,807.47
D,10066.24
C,15182.69
C,675.93
C,5632.30
C,8851.67
A,4386.73
A,1554.83
A,902.11
B,1597.95
B,2976.58
B,1790.07
B,3640.29
D,807.64
D,9973.72
C,15547.61
C,7513.10
C,618.22
C,10794.17
A,4794.88
A,1595.82
A,998.72
B,2354.62
D,807.29
C,15321.89
C,6630.21
C,473.79
C,9549.62
C,6194.54
C,13584.90
C,3467.48
C,4293.76
A,5306.85
A,1008.65
A,1657.13
B,2166.84
B,4688.86
B,2371.42
B,374.88
B,1764.49
D,807.63
C,15421.83
C,6042.25
C,358.77
C,8978.42
A,5856.14
A,1850.50
A,414.52
B,7726.10
B,383.93
B,1918.78
B,2132.62
B,2551.59
D,807.32
C,15469.57
C,5371.98
C,285.41
C,9899.08
A,1947.91
A,6174.72
A,338.40
B,5383.95
B,316.42
B,1648.59
B,2777.93
B,2121.48
B,1807.65
D,807.45
C,15455.18
C,5391.01
C,10295.68
C,309.41
A,3608.69
A,2125.06
A,559.80
A,2031.53
A,1496.01
B,4585.38
B,332.05
B,2240.48
B,1907.72
B,1868.88
B,1099.88
D,807.55
C,15050.13
C,6418.92
C,261.52
C,391.91
C,7707.99
A,2307.16
A,4206.99
A,675.90
B,5548.73
B,297.18
B,1422.11
B,1030.89
B,1574.23
B,630.93
D,807.26
D,9890.08
C,15171.61
C,6189.95
C,10584.76
C,245.22
C,7791.92
A,4868.33
A,2651.21
A,649.00
B,2338.49
B,6643.74
B,338.86
D,807.61
C,14925.48
C,7745.93
C,2837.61
C,176.58
A,6459.15
A,3222.02
A,1914.30
A,728.28
B,4779.44
B,248.63
B,1415.86
B,1116.43
B,1618.51
B,1741.51
D,807.59
C,15180.65
C,6050.77
C,168.46
C,3478.03
A,7885.12
A,3595.24
A,922.24
A,638.12
A,307.62
B,3174.51
B,1967.73
B,1760.62
B,243.42
D,807.58
C,15254.17
C,6443.19
C,125.49
C,3583.15
A,3519.16
A,9673.79
A,304.12
A,835.32
A,1289.27
A,784.36
B,1586.57
B,2221.62
D,807.62
C,15216.10
C,6568.41
C,138.73
C,3319.18
A,3552.39
A,12197.30
A,2057.10
A,603.58
A,552.63
B,1574.25
B,1279.07
D,807.62
C,15231.43
C,6551.15
C,144.97
A,3546.92
A,643.56
A,12256.80
A,2019.94
A,455.53
B,812.27
D,807.62
C,15217.26
C,6487.71
C,137.58
A,9417.61
A,3566.33
A,1993.59
A,523.96
A,1237.21
D,807.62
C,15277.42
C,6091.36
C,138.09
C,3374.43
C,7341.47
A,5991.37
A,3780.17
A,2002.41
A,1126.98
B,428.07
B,717.49
D,807.62
C,15214.80
C,6630.87
C,138.12
C,7062.12
C,3517.36
A,4731.97
A,4080.55
A,514.75
A,428.25
A,845.75
A,1394.65
B,432.85
D,807.66
C,15333.27
C,7198.23
C,137.75
C,3398.83
A,4640.51
A,912.94
A,500.15
A,1505.73
A,1525.81
A,325.93
D,806.97
C,15238.98
C,6702.07
C,124.57
A,4996.89
A,1578.18
A,530.40
A,728.30
D,807.23
C,15309.36
C,6486.69
C,7382.59
C,134.04
A,5595.82
A,1653.08
A,1110.17
A,442.05
B,1797.80
D,806.97
C,15299.31
C,6366.87
C,10894.75
C,153.02
C,7794.63
A,5870.29
A,669.75
A,1882.12
B,1829.78
D,805.98
C,15367.40
C,6412.29
C,10469.39
C,6930.43
C,144.48
A,3576.42
A,592.74
A,1882.40
D,806.12
C,15453.81
C,7609.58
C,144.04
A,737.63
A,2129.57
A,4041.87
D,806.05
C,15424.22
C,7184.78
C,144.11
A,627.34
A,4214.32
A,2413.97
A,1059.60
D,806.05
C,15333.11
C,6604.93
C,10816.93
C,143.98
C,7863.08
A,942.93
A,2789.52
A,4802.59
B,535.76
D,806.05
C,15392.40
C,7364.91
C,143.91
A,757.41
A,5537.12
A,3369.22
A,1258.37
D,805.05
C,15089.79
C,6180.59
C,9050.63
C,8384.69
C,150.31
C,175.18
C,14979.98
A,6463.31
A,777.19
A,3689.53
A,1280.94
B,2951.49
D,806.00
C,15296.51
C,712.46
C,7063.58
C,10572.29
C,6661.27
C,150.96
A,3723.98
A,852.54
A,5342.35
A,1960.04
A,399.68
A,1363.76
A,3636.18
A,420.61
A,449.47
D,805.72
D,10489.23
C,15026.02
C,6542.10
C,1027.24
C,10265.03
C,5255.75
C,2903.22
C,162.72
A,4844.08
A,839.45
A,3740.84
A,1327.19
B,2817.55
D,9992.84
D,805.46
C,14953.26
C,6489.09
C,10102.92
C,1311.39
C,5913.80
C,3676.75
C,823.94
C,171.59
A,4219.02
A,825.10
A,3799.72
A,1312.42
B,2854.56
D,806.02
D,10117.64
C,15067.37
C,6464.31
C,868.53
C,5798.74
C,166.55
A,1812.79
A,3697.30
A,823.58
A,1330.48
B,3180.80
D,805.24
C,14932.42
C,5635.40
C,705.19
C,161.82
C,6838.91
A,3912.42
A,863.01
A,1407.35
A,195.31
B,3061.15
B,3082.14
B,3752.81
D,804.40
D,10530.49
C,14902.82
C,5934.20
C,608.45
C,6554.40
C,164.07
A,4296.18
A,971.21
A,1499.23
B,3172.53
B,2873.36
D,804.67
D,10546.16
C,14709.87
C,5475.53
C,543.38
C,6733.31
C,165.12
A,4734.53
A,1522.71
A,900.54
B,3165.33
B,4193.83
D,804.17
D,10564.38
C,14768.21
C,5049.21
C,409.88
C,6533.91
C,161.62
A,5139.58
A,978.54
A,1562.98
A,751.10
B,2362.78
B,3190.43
B,4352.36
D,804.18
D,10571.71
C,14750.47
C,6063.84
C,298.44
C,5919.88
C,153.31
C,3719.11
A,5632.61
A,1080.66
A,1650.16
B,2076.67
B,3146.77
B,4232.13
D,804.15
D,10570.61
C,14879.41
C,7288.47
C,6219.80
A,6016.37
A,1859.31
A,1138.35
B,2072.31
B,3141.48
D,804.15
D,10570.61
C,14903.12
C,7007.02
C,6098.58
C,3817.89
A,3517.37
A,1890.04
A,1768.86
B,3134.69
B,1947.48
D,804.15
D,10570.61
C,14820.16
C,6629.11
C,777.87
C,229.61
C,6392.99
C,405.69
A,3793.54
A,2115.66
B,3152.38
B,1576.30
B,1036.45
B,4174.52
D,804.15
D,10570.61
C,14845.35
C,6876.17
C,2592.47
C,3275.04
C,355.57
C,6557.71
A,2397.17
A,4206.88
B,3157.34
B,1611.05
B,4181.59
D,804.15
D,10570.61
C,14798.40
C,6714.18
C,8200.54
C,3872.94
C,1537.26
C,268.94
C,2733.23
C,6740.00
A,2819.16
A,4826.17
B,1625.15
B,3128.22
B,1090.14
B,4052.65
D,804.15
D,10570.61
C,14766.30
C,5660.55
C,3392.36
C,251.48
C,2029.40
C,6759.69
C,1860.98
C,6659.54
A,3459.29
A,5503.89
A,5398.99
B,3095.81
B,1296.26
D,804.15
D,10570.61
C,1720.76
C,14778.57
C,5297.51
C,3884.73
C,243.58
C,6682.24
C,963.29
A,6304.89
A,3591.37
A,2929.55
B,3067.11
D,804.15
D,10570.61
C,14673.93
C,5925.53
C,1571.25
C,1694.00
C,242.24
C,6909.70
A,5468.52
A,3589.72
A,412.28
A,414.17
B,3044.74
B,972.78
D,804.15
D,10570.61
C,14726.43
C,5974.02
C,237.87
C,6606.64
A,3605.93
A,4637.93
B,3060.05
D,804.15
D,10570.61
C,14674.34
C,5508.93
C,271.05
C,6896.97
A,3607.96
A,3850.19
A,1977.21
B,3045.51
D,804.15
D,10570.61
C,14667.98
C,5713.86
C,231.02
C,6684.66
A,3565.69
A,1913.74
B,3008.14
B,404.23
D,804.15
D,10570.61
C,14662.31
C,5971.30
C,255.28
C,6220.59
A,3792.19
B,382.47
B,3028.48
D,804.15
D,10570.61
C,14629.19
C,6530.28
C,268.67
C,5921.23
A,4140.21
B,3028.11
D,804.15
D,10570.61
C,14655.01
C,6401.58
C,260.90
C,6052.16
A,4718.23
B,3057.30
D,804.15
D,10570.61
C,14708.88
C,6443.78
C,256.72
C,6137.79
A,5121.53
B,3058.58
B,4246.98
D,804.15
D,10570.61
C,14762.91
C,6277.31
C,256.13
C,6050.78
A,5658.96
A,2273.60
B,3084.63
B,4071.42
D,804.15
D,10570.61
C,14833.99
C,6479.21
C,251.42
C,6036.88
A,6087.60
A,2278.08
B,3087.23
B,3979.38
D,804.15
D,10570.61
C,14862.74
C,6995.77
C,273.02
C,6216.74
A,3637.81
A,2481.60
A,2278.43
B,3098.32
B,3884.00
D,804.15
D,10570.61
C,14913.14
C,6975.26
C,887.58
C,273.30
C,6457.51
A,3773.11
A,2275.72
B,3103.34
B,3877.70
D,804.15
D,10570.61
C,14662.43
C,6387.20
C,2777.62
C,3651.42
C,279.33
C,6446.76
A,4771.46
A,2278.45
A,2367.99
B,3103.51
B,3906.54
D,804.15
D,10570.61
C,14750.13
C,4367.77
C,5862.07
C,2921.31
C,253.73
A,5886.08
A,2279.17
B,3100.28
B,3932.28
D,804.15
D,10570.61
C,14712.13
C,5531.08
C,3258.34
C,245.55
C,6369.13
C,4090.83
A,7556.01
A,604.66
A,2279.18
B,3091.80
D,804.15
D,10570.61
C,15684.93
C,3537.52
C,5422.94
C,9716.73
C,4955.25
C,253.45
C,6017.14
C,1728.34
C,3637.13
A,10178.16
A,2280.52
B,3083.56
B,3914.58
D,804.15
D,10570.61
C,15289.49
C,5571.18
C,8192.38
C,10575.31
C,5215.98
C,254.08
C,5802.37
C,2883.24
C,1317.19
C,3738.88
A,12733.97
B,3078.33
D,804.15
D,10570.61
C,15386.38
C,1500.23
C,3061.63
C,5326.31
C,4253.82
C,10290.81
C,5719.52
C,1984.74
C,246.40
A,11331.62
A,2280.40
B,3082.78
B,3814.94
D,804.15
D,10570.61
C,15330.39
C,5925.73
C,3175.84
C,258.54
C,4793.07
C,2034.44
C,5729.82
C,1442.23
C,4096.75
C,1697.79
A,9050.31
A,2280.10
B,3092.63
D,804.15
D,10570.61
C,15332.19
C,6127.95
C,3552.86
C,1797.98
C,1023.05
C,250.50
C,6768.34
C,5702.79
C,1825.49
A,8026.45
A,1259.19
A,2280.22
B,3098.06
D,804.15
D,10570.61
C,15307.72
C,5913.18
C,1074.76
C,258.78
C,5764.25
C,144.59
C,1817.42
C,4086.96
A,3350.39
A,5061.00
A,2280.00
B,3095.37
D,10554.43
D,804.49
C,15331.31
C,3623.01
C,5982.36
C,1897.53
C,254.65
C,5834.82
C,186.97
C,4090.87
A,2175.74
A,2279.61
B,3087.57
D,10562.89
D,804.65
C,2047.90
C,15066.50
C,3933.28
C,4222.81
C,6029.97
C,315.16
C,266.17
C,5941.91
A,272.37
A,2277.95
B,3094.24
D,10562.11
D,805.20
C,3707.22
C,1436.12
C,1837.20
C,6577.59
C,12579.60
C,264.50
C,2697.96
A,2278.08
B,3098.34
D,272.57
D,10567.54
D,804.42
D,191.46
C,5483.87
C,8250.83
C,257.26
C,720.85
A,2278.08
B,3104.93
D,558.21
D,805.64
D,10577.79
C,6038.62
C,8318.03
C,248.58
C,3807.50
A,2278.08
B,3084.82
D,406.16
D,273.97
D,10557.50
C,7961.27
C,6380.94
C,254.87
A,2278.08
B,3072.38
D,566.95
D,10548.79
C,10556.21
C,4653.76
C,3150.58
C,3162.03
C,256.96
C,613.26
A,2278.08
B,3081.26
D,587.37
D,10544.71
C,3413.32
C,2373.52
C,10276.71
C,8112.14
C,257.69
A,2278.08
B,3060.08
D,732.77
D,10542.60
C,3433.55
C,10722.83
C,5251.85
C,253.52
A,2278.08
B,3126.63
D,852.32
D,1259.36
D,10538.93
C,3392.11
C,10395.25
C,6293.52
C,256.47
A,2278.08
B,3111.05
D,2677.81
D,1354.17
D,885.23
D,483.60
D,10544.99
C,3343.89
C,7120.27
C,259.13
A,2278.08
B,3120.81
D,4798.14
D,3713.50
D,2232.27
D,819.44
D,10526.05
C,3798.68
C,5339.95
C,255.68
A,2278.08
B,3127.15
D,7708.45
D,2219.27
D,2157.88
D,10559.01
C,3779.19
C,5153.81
C,256.66
A,2278.08
B,3190.02
D,2122.14
D,8089.00
D,2959.52
D,4493.64
D,6513.08
D,1651.10
C,3784.67
C,5232.66
C,272.31
A,2278.08
B,3131.36
D,1276.24
D,2379.62
D,3295.12
D,639.81
D,402.26
C,6436.11
C,5216.08
C,271.83
A,2278.08
